mode,k,members,rank_corr,top_k_sharpe,top_k_cum,top_k_hit
raw,3,cnn_1d_cumulative_scale + cnn_1d_multiscale_image_scale + cnn_2d_residual_images,0.03268849206349207,0.12581002935205876,0.05618004060582105,0.5277777777777778
raw,3,cnn_1d_dilated_image_scale + cnn_1d_multiscale_image_scale + cnn_2d_residual_images,0.031547619047619054,0.24948391337276,0.35024362941229126,0.5625
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_1d_image_scale + cnn_2d_rendered_images,0.013479662698412697,0.181933670266119,0.19521070924710493,0.5763888888888888
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_1d_image_scale + cnn_1d_attention_image_scale,0.019233630952380957,0.2157184028792637,0.27779737571538776,0.5833333333333334
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_1d_image_scale + cnn_1d_cumulative_scale,0.020696924603174606,0.1896479432356587,0.21508571346979477,0.5694444444444444
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_1d_image_scale + cnn_1d_dilated_image_scale,0.018452380952380956,0.20888464939425655,0.2621657999924387,0.5486111111111112
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_1d_image_scale + cnn_1d_multiscale_image_scale,0.01438492063492063,0.20228551291072003,0.24551048128770958,0.5694444444444444
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_1d_image_scale + cnn_2d_residual_images,0.01418650793650794,0.12058739346111165,0.050851664095564963,0.5763888888888888
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_2d_rendered_images + cnn_1d_attention_image_scale,0.016666666666666663,0.23174839461048002,0.3233386540784977,0.5625
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_2d_rendered_images + cnn_1d_cumulative_scale,0.017274305555555564,0.2359012874286079,0.3362071329293994,0.5555555555555556
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_2d_rendered_images + cnn_1d_dilated_image_scale,0.012934027777777777,0.2568425268497114,0.3923814719839567,0.5347222222222222
raw,4,logistic_image_scale + logistic_cumulative_scale + cnn_2d_rendered_images + cnn_1d_multiscale_image_scale,0.012958829365079364,0.19692175341678048,0.23278037346065705,0.5555555555555556
